episode_number,success_episode,failure_episode,episode_reward,episode_step
826,False,True,-171,10
827,False,True,-152,21
828,False,True,-123,34
829,False,True,-179,10
830,False,True,-145,20
831,False,True,-94,51
832,False,True,-156,21
833,False,True,-166,15
834,False,True,-150,23
835,False,True,-178,7
836,False,True,-127,34
837,False,True,-164,13
838,False,True,-106,39
839,False,True,-161,16
840,False,True,-129,28
841,False,True,-159,18
842,False,True,-117,44
843,False,True,-177,8
844,False,True,-162,23
845,False,True,-166,15
846,False,True,-166,15
847,False,True,-128,29
848,False,True,-173,12
849,False,True,-108,37
850,False,True,-150,19
851,False,True,-174,11
852,False,True,-172,9
853,False,True,-175,14
854,False,True,-164,17
855,False,True,-161,16
856,False,True,-101,40
857,False,True,-146,19
858,False,True,-171,14
859,False,True,-131,38
860,False,True,-147,22
861,False,True,-146,19
862,False,True,-101,36
863,False,True,-134,19
864,False,True,-159,18
865,False,True,-142,27
866,False,True,-63,66
867,False,True,-170,11
868,False,True,-137,28
869,False,True,-115,34
870,False,True,-110,39
871,False,True,-132,29
872,False,True,-132,33
873,False,True,-107,38
874,False,True,-148,25
875,False,True,-115,30
876,False,True,-156,17
877,False,True,-133,36
878,False,True,-92,53
879,False,True,-140,29
880,False,True,-169,12
881,False,True,-140,25
882,False,True,-173,12
883,False,True,-99,38
884,False,True,-162,19
885,False,True,-178,11
886,False,True,-147,26
887,False,True,-136,25
888,False,True,-136,25
889,False,True,-142,19
890,False,True,-142,23
891,False,True,-66,83
892,False,True,-104,41
893,False,True,-122,39
894,False,True,-119,42
895,False,True,-137,24
896,False,True,-165,12
897,False,True,-172,9
898,False,True,-125,28
899,False,True,-162,11
900,False,True,-160,17
901,False,True,-172,13
902,False,True,-89,48
903,False,True,-158,19
904,False,True,-151,18
905,False,True,-166,15
906,False,True,-116,45
907,False,True,-169,12
908,False,True,-92,45
909,False,True,-132,33
910,False,True,-124,33
911,False,True,-164,17
912,False,True,-141,32
913,False,True,-89,48
914,False,True,-148,21
915,False,True,-99,38
916,False,True,-174,15
917,False,True,-141,28
918,False,True,-108,37
919,False,True,-180,9
920,False,True,-140,25
921,False,True,-139,30
922,False,True,-155,26
923,False,True,-96,41
924,False,True,-170,15
925,False,True,-150,23
926,False,True,-169,16
927,False,True,-138,31
928,False,True,-173,16
929,False,True,-99,50
930,False,True,-140,25
931,False,True,-130,35
932,False,True,-145,20
933,False,True,-103,42
934,False,True,-139,22
935,False,True,-123,38
936,False,True,-135,26
937,False,True,-128,33
938,False,True,-161,20
939,False,True,-135,30
940,False,True,-106,43
941,False,True,-139,30
942,False,True,-141,20
943,False,True,-113,40
944,False,True,-159,18
945,False,True,-163,18
946,False,True,-137,36
947,False,True,-147,22
948,False,True,-132,33
949,False,True,-130,27
950,False,True,-96,45
951,False,True,-113,44
952,False,True,-144,21
953,False,True,-131,30
954,False,True,-123,42
955,False,True,-101,40
956,False,True,-151,18
957,False,True,-105,36
958,False,True,-132,29
959,False,True,-149,20
960,False,True,-149,20
961,False,True,-125,32
962,False,True,-152,21
963,False,True,-129,40
964,False,True,-122,43
965,False,True,-157,24
966,False,True,-156,13
967,False,True,-157,16
968,False,True,-115,42
969,False,True,-152,17
970,False,True,-165,12
971,False,True,-100,41
972,False,True,-174,11
973,False,True,-183,6
974,False,True,-183,6
975,False,True,-114,35
976,False,True,-130,31
977,False,True,-146,27
978,False,True,-111,38
979,False,True,-173,12
980,False,True,-161,20
981,False,True,-106,31
982,False,True,-160,21
983,False,True,-144,17
984,False,True,-156,13
985,False,True,-153,24
986,False,True,-135,30
987,False,True,-126,31
988,False,True,-130,39
989,False,True,-134,27
990,False,True,-134,31
991,False,True,-144,25
992,False,True,-93,52
993,False,True,-95,54
994,False,True,-168,9
995,False,True,-78,59
996,False,True,-122,23
997,False,True,-138,23
998,False,True,-83,46
999,False,True,-114,35
1000,False,True,-110,39
1001,False,True,-140,25
1002,False,True,-138,27
1003,False,True,-173,12
1004,False,True,-139,22
1005,False,True,-135,34
1006,False,True,-154,19
1007,False,True,-124,45
1008,False,True,-139,26
1009,False,True,-161,20
1010,False,True,-139,26
1011,False,True,-175,14
1012,False,True,-139,22
1013,False,True,-113,32
1014,False,True,-171,14
1015,False,True,-128,33
1016,False,True,-142,23
1017,False,True,-143,22
1018,False,True,-160,17
1019,False,True,-121,32
1020,False,True,-124,33
1021,False,True,-136,25
1022,False,True,-175,10
1023,False,True,-181,8
1024,False,True,-146,19
1025,False,True,-92,49
1026,False,True,-103,42
1027,False,True,-173,16
1028,False,True,-133,28
1029,False,True,-120,29
1030,False,True,-107,34
1031,False,True,-178,7
1032,False,True,-176,13
1033,False,True,-140,29
1034,False,True,-156,21
1035,False,True,-161,16
1036,False,True,-173,8
1037,False,True,-163,14
1038,False,True,-156,17
1039,False,True,-165,12
1040,False,True,-176,9
1041,False,True,-167,18
1042,False,True,-140,25
1043,False,True,-114,43
1044,False,True,-141,24
1045,False,True,-115,42
1046,False,True,-147,18
1047,False,True,-144,25
1048,False,True,-132,21
1049,False,True,-140,25
1050,False,True,-170,15
1051,False,True,-175,14
1052,False,True,-130,35
1053,False,True,-146,19
1054,False,True,-150,19
1055,False,True,-161,16
1056,False,True,-112,37
1057,False,True,-86,59
1058,False,True,-126,27
1059,False,True,-110,35
1060,False,True,-124,25
1061,False,True,-102,39
1062,False,True,-169,12
1063,False,True,-115,46
1064,False,True,-146,23
1065,False,True,-133,28
1066,False,True,-124,29
1067,False,True,-183,6
1068,False,True,-183,6
1069,False,True,-102,39
1070,False,True,-148,25
1071,False,True,-149,16
1072,False,True,-139,30
1073,False,True,-173,20
1074,False,True,-130,39
1075,False,True,-107,38
1076,False,True,-164,17
1077,False,True,-101,40
1078,False,True,-156,17
1079,False,True,-162,15
